Q_TotalDuration,Q1.1,Q1.1_TEXT,Q1.2,Q1.3,Q1.4,Q1.5,Q1.6,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_7,Q7.1_8,Q7.2_1,Q7.2_2,Q7.2_3,Q7.2_4,Q7.2_5,Q7.2_6,Q7.2_7,Q7.2_8,Q14.1,Q14.2,Q14.3,Q14.4_1,Q14.4_2,Q14.4_3,Q14.4_4,Q14.4_5,Q14.4_6,Q14.4_7,Q14.5_1,Q14.5_2,Q14.5_3,Q14.5_4,Q14.5_5,Q14.5_6,Q14.5_7,Q14.5_8,Q14.5_9,Q14.5_10,Q15.1,Cluster_3
6083,1, ,3,2,2,4,4,2,2,1,2,1,2,1,2,30,14,15,31,15,13,16,24,1,4,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,3
1045,2, ,5,1,5,5,3,2,2,2,1,1,1,1,2,-16,13,-13,23,31,32,-16,7,3,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,2
893,1, ,6,1,5,5,5,2,1,1,1,1,1,1,2,6,13,22,39,18,11,24,19,3,5,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3
1341,2, ,4,1,5,5,2,2,1,1,1,1,1,1,2,24,21,12,48,22,48,44,13,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
745,1, ,5,1,4,5,2,2,1,2,1,1,2,2,2,41,41,21,40,31,39,37,22,2,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1
1061,2, ,2,3,6,5,4,2,2,2,2,2,2,2,2,42,38,-14,50,49,50,8,22,1,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
588,2, ,3,3,3,5,3,2,1,1,1,1,1,1,2,49,49,30,50,49,30,49,16,2,2,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,1
1586,2, ,2,1,3,4,1,1,1,1,1,1,1,2,2,-22,49,23,47,50,49,49,18,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2
534,1, ,3,1,5,5,4,2,1,2,2,2,2,2,2,44,37,40,42,43,32,42,44,1,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1
1491,2, ,3,1,6,5,4,1,1,1,1,1,1,1,2,26,35,37,34,30,34,41,31,2,5,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1
922,1, ,2,1,2,5,3,1,1,2,1,1,2,2,2,39,21,39,30,42,19,31,21,2,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1
701,1, ,4,3,5,5,7,2,1,1,1,1,1,1,2,38,3,30,3,3,3,35,46,2,5,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1126,2, ,3,3,6,5,3,2,2,1,1,2,2,2,2,12,43,-42,50,50,50,-20,-32,1,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,2
1126,2, ,4,3,7,5,5,2,1,1,1,1,1,2,2,1,50,19,50,50,50,-2,-1,3,4,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2
362,1, ,4,1,7,5,6,1,2,2,2,1,2,2,2,46,45,45,40,45,44,44,40,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
838,1, ,5,3,7,5,5,2,2,2,1,1,1,1,2,-50,26,1,36,49,49,-48,-46,2,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,2
809,2, ,2,1,3,6,2,2,2,2,2,2,2,2,2,20,32,19,16,17,17,17,37,2,4,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3
1326,2, ,2,1,2,6,1,2,1,1,1,1,1,1,2,-10,21,10,26,39,30,-7,-10,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2
4951,2, ,2,1,3,6,1,2,2,2,1,2,1,2,2,29,16,18,46,28,35,31,43,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1
564,2, ,3,2,3,5,3,2,2,1,2,1,1,1,2,-26,26,20,14,35,42,28,-20,2,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1298,2, ,2,1,2,6,1,1,1,1,1,1,1,1,2,-40,37,1,38,50,50,5,5,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2
1031,2, ,2,1,2,6,1,1,1,1,1,1,1,1,2,-50,45,-26,50,45,50,-20,39,1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,6,2
1418,2, ,4,1,5,5,6,1,1,1,1,1,1,1,2,50,50,50,50,50,50,50,50,2,5,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
627,1, ,3,1,6,5,5,2,1,2,2,1,2,1,2,15,13,14,15,11,17,20,-9,1,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
2088,2, ,2,1,3,5,2,2,1,2,2,1,1,1,2,-28,-48,-27,-31,-28,48,-27,2,2,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
1734,2, ,3,1,3,5,2,2,2,1,1,1,1,2,2,27,32,24,50,50,50,19,43,2,4,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
1568,1, ,2,1,3,6,4,2,1,2,1,2,1,2,2,22,-14,29,31,18,38,10,27,1,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3
2666,1, ,5,3,5,5,3,1,1,1,1,1,2,2,2,50,50,50,50,45,50,-31,14,1,4,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
1825,1, ,3,1,5,5,4,2,2,2,2,1,2,2,2,35,-21,34,37,38,43,32,25,1,4,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1
565,1, ,3,1,5,5,5,2,1,1,2,2,2,2,2,6,13,18,11,-9,17,12,22,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1139,2, ,2,1,3,4,1,2,1,1,1,1,1,1,2,15,12,30,20,31,21,27,30,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1
682,2, ,3,1,6,5,4,2,1,2,2,1,2,2,2,50,49,48,43,31,37,49,45,1,5,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,1
2324,1, ,5,1,3,5,3,2,2,2,1,1,1,1,2,14,-8,18,-3,48,45,-20,16,2,3,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,3
639,1, ,3,1,5,5,5,2,2,1,1,1,1,2,2,16,19,13,6,11,19,-11,-9,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1215,2, ,2,1,3,6,1,1,1,1,1,1,1,1,2,-10,23,20,35,20,5,-25,-50,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3
884,1, ,4,1,5,5,4,2,2,2,2,2,2,2,2,34,41,25,43,34,46,38,48,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,1
882,2, ,2,1,3,4,1,2,2,1,1,2,1,2,2,23,40,-49,50,25,24,-11,-21,2,2,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
1463,1, ,3,1,3,5,4,1,1,1,1,2,1,1,2,27,32,36,26,35,32,23,38,1,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1
4228,2, ,3,1,5,5,3,2,1,1,1,1,1,1,2,-5,13,8,20,13,2,11,-11,3,3,3,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,5,3
3338,1, ,5,3,3,5,6,2,2,1,2,2,1,1,2,-50,26,-50,50,47,50,-1,3,2,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2
1633,1, ,5,1,2,5,2,2,1,1,1,1,1,1,2,-47,50,3,50,50,50,-50,-8,2,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2
607,1, ,3,1,6,5,4,2,1,2,1,2,1,1,2,44,48,45,41,45,48,46,46,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
1232,2, ,3,1,3,4,3,2,1,1,1,1,1,1,2,-31,22,-34,38,23,39,-41,-47,2,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
2513,2, ,2,1,3,6,1,2,2,2,1,1,1,2,2,-27,-10,21,50,17,25,-37,-13,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3
1054,1, ,3,1,5,5,4,1,1,1,1,1,1,1,2,21,8,19,24,18,26,29,27,2,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,3
1174,2, ,6,1,2,5,2,2,1,1,1,1,1,1,2,14,14,-31,16,20,20,-24,12,1,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,3
7296,1, ,3,3,6,5,7,2,1,2,2,1,2,1,2,43,33,40,40,39,33,32,29,1,4,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
721,2, ,2,1,3,6,1,1,1,1,1,1,1,1,2,0,43,16,47,45,45,38,-11,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
1473,2, ,4,3,5,5,3,2,2,1,1,1,1,2,2,15,26,24,24,24,36,26,13,2,3,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1
2147,1, ,5,1,2,5,3,2,2,2,2,2,1,2,2,40,15,10,30,25,25,30,10,2,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3
2077,1, ,4,2,5,5,4,2,2,2,1,1,2,2,2,41,8,45,48,44,48,42,34,2,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1
2058,2, ,3,3,5,5,5,2,2,2,2,2,2,2,2,33,37,27,43,48,41,45,39,1,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
629,1, ,3,1,5,5,4,1,2,2,1,2,1,2,2,42,46,39,43,44,35,46,47,1,5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1078,1, ,3,2,4,4,2,1,2,1,1,2,2,1,2,25,-44,16,26,20,26,34,23,2,3,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1295,2, ,3,1,6,5,2,2,2,2,2,1,2,2,2,50,11,3,45,38,33,46,15,2,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1
539,1, ,3,3,6,5,3,1,1,1,1,1,1,1,2,6,9,9,45,9,8,-24,-9,2,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3
1457,2, ,4,1,5,5,4,2,2,2,1,1,2,2,2,22,18,19,18,23,20,22,25,1,4,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,3
964,2, ,2,1,3,4,1,2,2,2,1,2,1,1,2,-44,33,17,31,35,32,27,22,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,2
1303,1, ,2,1,2,6,1,2,1,1,1,1,1,1,2,1,21,25,33,12,50,0,0,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2
27766,3,Genderfluid,2,1,3,4,1,2,2,1,1,1,1,2,2,-18,34,-13,49,19,9,-6,3,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3
738,2, ,3,3,5,5,3,2,1,1,1,1,1,1,2,41,-50,48,-28,50,50,49,48,2,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3
1024,2, ,5,2,3,5,2,2,2,2,2,2,1,1,2,5,6,18,5,5,6,5,5,3,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3
1138,1, ,2,1,3,6, ,1,2,1,1,2,2,2,2,35,20,30,30,30,30,20,30,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1
744,2, ,2,1,2,6,1,1,2,1,1,1,1,2,2,12,40,25,-10,13,25,-22,26,2,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3
1703,2, ,2,2,3,4,2,2,2,2,1,1,1,1,2,50,27,19,38,32,28,-12,35,2,3,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1
974,2, ,2,1,3,6,1,2,1,1,1,1,1,1,2,18,15,16,31,34,50,-4,20,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1
936,1, ,2,1,3,5,3,1,2,1,1,2,2,2,2,-7,31,30,11,-37,6,10,-21,2,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,3
1368,1, ,4,1,3,5,3,2,2,2,1,2,2,1,2,32,30,43,27,44,47,43,43,1,4,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
638,1, ,6,1,6,5,6,2,2,2,1,1,1,1,2,1,1,-3,0,2,1,-1,-1,2,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,3
1057,2, ,5,3,5,5,4,2,2,1,1,2,1,1,2,-50,50,-50,50,50,50,-50,-50,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1136,2, ,6,3,5,5,3,2,2,2,2,1,2,1,2,-8,44,-50,20,44,43,-48,-50,2,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,2
1111,2, ,2,1,3,6,1,1,2,1,1,1,1,1,2,0,18,11,18,21,25,-20,18,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
826,2, ,3,3,6,5,3,2,1,1,1,1,2,2,2,-19,-10,-22,13,38,22,18,23,1,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,3
1163,1, ,4,3,5,5,3,1,1,1,1,2,1,2,2,30,23,27,27,22,22,30,24,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,8,1
2669,1, ,3,3,3,5,4,2,1,2,1,1,2,1,2,17,11,30,9,33,19,16,3,1,3,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,3
3416,2, ,3,3,5,5,3,1,1,1,1,1,1,1,2,35,33,1,34,35,34,1,24,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1
1012,1, ,3,1,3,5,5,2,2,2,1,1,1,1,2,45,43,22,47,48,45,44,43,1,4,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
694,2, ,2,1,3,6,1,2,2,1,1,1,1,1,2,21,25,20,23,23,29,21,21,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1
835,1, ,2,1,3,6,1,2,1,1,1,2,1,1,2,10,47,30,50,12,31,-25,-19,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2
905,2, ,3,1,7,5,3,2,1,2,1,1,2,2,2,1,1,1,1,0,1,1,1,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3
4286,2, ,5,3,3,5,4,2,2,1,1,1,1,1,2,0,-40,0,0,0,0,0,0,3,4,3,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,5,3
1403,2, ,2,1,3,6,1,2,2,1,1,1,1,1,2,1,28,26,27,25,50,-10,-9,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2
1084,1, ,3,1,5,5,5,2,1,2,2,1,2,2,2,32,39,43,26,41,25,33,17,1,5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,1
777,1, ,4,3,5,5,4,1,2,2,1,1,1,2,2,40,41,49,47,40,41,39,48,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1886,1, ,3,3,5,5,5,2,1,2,1,2,1,2,2,19,23,20,15,21,11,24,22,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,3
822,2, ,2,1,2,6,1,1,2,2,2,2,1,2,2,12,29,0,38,36,33,-20,25,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,2
4047,2, ,3,2,5,5,4,2,1,2,1,2,1,1,2,22,32,29,43,38,35,28,39,2,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4,1
2683,1, ,4,1,5,5,5,2,1,1,1,1,2,2,2,49,-15,43,47,39,27,38,41,2,4,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,1
485,1, ,2,2,3,4,1,2,1,1,1,1,2,2,2,-13,17,-10,2,17,1,-22,20,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
1063,1, ,4,3,6,5,7,2,1,2,1,2,2,2,2,11,10,6,13,9,11,12,10,2,5,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
749,1, ,4,3,3,5,3,2,2,1,1,1,1,1,2,11,49,49,50,49,49,-36,10,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1890,1, ,4,1,5,5,4,2,2,2,2,2,2,2,2,36,41,41,48,33,43,24,46,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,1
1879,1, ,4,3,3,5,3,1,1,1,1,1,1,2,2,-20,49,22,48,46,50,24,24,3,4,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,2
1639,1, ,4,1,6,5,5,2,2,2,2,2,2,2,2,43,41,42,44,42,44,43,43,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
983,2, ,5,1,3,6,1,2,2,1,1,1,1,2,2,3,27,9,2,17,20,10,9,2,3,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4,3
560,2, ,4,1,3,5,2,1,1,1,1,1,1,1,2,-27,-27,-24,18,-14,-7,-41,-9,3,2,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,3
1370,1, ,3,1,3,6,3,1,1,1,1,1,1,1,2,46,13,37,34,46,47,13,35,1,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1
586,2, ,4,1,5,5,5,2,2,2,2,2,2,2,2,20,27,21,26,15,26,19,11,1,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
880,2, ,3,3,5,5,5,2,1,1,1,1,1,1,2,43,5,33,44,33,30,39,47,2,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
4422,1, ,3,3,3,5,3,1,2,1,1,1,1,1,2,-5,28,-50,50,50,12,-11,-7,2,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2
3097,2, ,4,2,3,5,2,1,2,2,1,1,2,1,2,50,29,21,25,10,30,19,26,1,4,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1
7865,2, ,2,2,5,4,1,2,2,1,1,1,1,1,2,21,20,13,21,13,30,13,12,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
1866,2, ,2,1,3,6,1,2,2,1,1,2,1,1,2,9,33,10,38,47,42,-25,-14,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2
1896,2, ,3,3,5,5,3,2,2,1,1,2,2,1,2,-8,24,-18,10,15,3,20,-4,2,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3
1736,2, ,3,2,3,4,4,2,1,1,1,1,1,1,2,21,-10,39,9,-11,-5,31,33,2,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
1438,2, ,3,1,5,5,3,2,2,1,1,2,1,2,2,-50,45,-40,50,50,45,15,35,2,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2
875,1, ,3,1,6,6,1,2,2,1,2,1,2,2,2,27,50,49,50,48,50,45,48,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
711,1, ,5,3,5,5,5,1,2,1,1,1,1,1,2,-30,12,-28,-27,10,8,-8,6,1,5,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,3
1918,1, ,6,3,7,5,5,2,2,1,1,2,2,2,2,37,32,-23,36,50,50,23,42,2,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,2
550,1, ,5,1,4,5,6,2,2,2,2,2,2,2,2,23,13,22,25,31,24,30,12,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1294,2, ,5,1,3,5,1,2,2,1,1,2,1,1,2,13,25,24,50,50,50,1,1,1,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2
600,2, ,3,1,5,5,5,2,2,2,2,2,2,2,2,17,21,21,8,21,12,19,23,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
717,1, ,4,3,5,5,3,1,1,1,1,1,1,1,2,7,4,3,6,9,5,8,5,2,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,3
557,2, ,3,1,6,5,6,2,2,2,2,2,2,2,2,-13,3,6,7,19,15,8,23,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
634,2, ,3,1,5,5,5,2,2,2,2,2,2,2,2,9,-10,19,14,-13,5,13,15,1,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
594,2, ,3,1,4,5,6,2,2,2,2,2,2,2,2,9,21,13,11,17,9,10,10,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1491,2, ,3,3,3,5,4,2,1,1,1,1,1,1,2,26,50,15,50,48,50,34,15,3,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2
343,2, ,3,1,7,5,4,2,1,1,1,1,1,1,2,34,34,35,34,17,35,29,30,1,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,1
528,2, ,3,1,5,5,5,2,2,2,2,2,2,2,2,11,15,20,13,20,10,4,8,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1269,2, ,3,1,6,5,5,2,1,2,1,1,1,1,2,36,26,30,26,34,39,29,29,2,5,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1
486,2, ,3,1,5,5,6,2,2,2,2,2,2,2,2,15,6,-11,10,11,16,15,11,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1079,2, ,6,2,5,4,2,2,2,2,1,1,1,1,2,1,23,-40,29,49,33,16,49,2,4,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2
503,2, ,3,1,5,5,6,2,2,2,2,2,2,2,2,-6,18,9,11,17,9,13,-9,1,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
528,2, ,3,1,5,5,5,2,2,2,2,2,2,2,2,15,15,-19,14,21,16,-7,17,1,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1213,2, ,5,1,4,5,2,2,2,1,1,2,1,2,2,1,35,-34,33,38,39,-11,-33,2,1,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2
1019,1, ,6,3,5,5,5,2,1,1,1,1,1,2,2,-29,16,-47,11,21,21,-18,-25,2,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,3
596,2, ,3,1,5,5,5,2,2,2,2,2,2,2,2,17,-6,8,13,10,8,12,10,1,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3
1028,2, ,3,3,5,5,5,2,2,1,1,1,1,2,2,-28,50,-35,27,50,50,11,31,2,4,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,2
51234,2, ,2,1,3,6,1,1,1,1,1,2,1,1,2,29,0,11,46,25,48,11,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2
1355,2, ,5,3,3,5,4,2,2,2,1,1,1,1,2,1,21,1,-42,-34,-34,-49,-8,3,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
769,1, ,3,2,6,4,4,2,1,1,1,1,2,1,2,30,31,26,33,28,31,30,34,1,4,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
2023,1, ,4,2,5,5,5,2,2,1,1,1,1,1,2,41,-35,4,8,26,50,0,49,2,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3
573,1, ,3,3,6,5,5,2,2,2,2,2,2,2,2,27,38,19,32,21,29,27,23,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
691,2, ,3,1,7,5,5,1,2,2,2,1,2,1,2,45,48,50,44,42,43,48,46,1,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1412,1, ,3,3,6,5,6,2,1,2,2,2,2,1,2,38,50,49,49,42,48,44,38,1,5,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1343,1, ,5,1,3,5,2,2,2,1,1,2,1,2,2,10,47,-35,49,40,42,-9,-23,3,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2
883,1, ,3,1,3,6,1,2,1,2,1,1,1,1,2,16,16,5,29,12,15,-6,22,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3
1972,2, ,4,3,6,5,5,1,1,1,1,1,2,2,2,50,-29,27,21,26,33,27,27,2,5,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,3
971,1, ,2,1,2,6,1,2,1,1,1,1,2,1,2,0,-35,-20,20,-5,0,30,-20,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3
721,2, ,2,1,3,6,1,2,2,1,1,2,1,1,2,5,38,-6,29,34,33,-8,-10,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,2
915,2, ,2,1,2,6,1,1,2,1,2,2,1,1,2,0,39,25,30,28,50,-8,3,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
751,2, ,2,1,6,4,1,2,2,2,2,2,1,2,2,50,16,-32,50,50,50,-27,27,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2
561,1, ,3,3,5,5,4,2,1,2,1,1,2,2,2,20,26,16,21,6,7,10,28,1,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
380,2, ,2,1,3,4,3,1,1,1,1,1,1,1,2,4,13,-2,8,14,8,3,10,2,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3
828,2, ,2,3,5,5,3,2,1,2,1,1,1,2,2,19,-24,25,16,8,9,29,10,2,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,3
