Q_TotalDuration,Q1.1,Q1.1_TEXT,Q1.2,Q1.3,Q1.4,Q1.5,Q1.6,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_7,Q7.1_8,Q7.2_1,Q7.2_2,Q7.2_3,Q7.2_4,Q7.2_5,Q7.2_6,Q7.2_7,Q7.2_8,Q14.1,Q14.2,Q14.3,Q14.4_1,Q14.4_2,Q14.4_3,Q14.4_4,Q14.4_5,Q14.4_6,Q14.4_7,Q14.5_1,Q14.5_2,Q14.5_3,Q14.5_4,Q14.5_5,Q14.5_6,Q14.5_7,Q14.5_8,Q14.5_9,Q14.5_10,Q15.1,Cluster_3
1202,2, ,2,1,3,4,1,1,1,1,1,1,1,1,2,33,8,21,50,22,17,-15,-7,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,3
532,2, ,2,2,2,4,4,2,2,1,1,2,1,1,2,12,31,14,11,15,17,18,15,3,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3
1242,2, ,3,2,5,4,2,2,1,2,1,2,1,2,2,26,36,6,50,50,50,27,19,2,4,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4,2
1407,2, ,2,1,5,6,1,2,2,1,1,2,1,2,2,35,30,0,30,35,35,-35,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2
1388,2, ,2,1,3,4,1,1,2,1,1,2,1,1,2,-7,50,-50,50,50,50,22,1,2,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2
1058,2, ,3,2,6,4,1,2,2,1,2,2,1,2,2,-23,39,-5,34,44,39,-39,-29,1,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
678,2, ,2,1,3,4,1,1,1,1,2,1,1,1,2,-37,6,24,9,13,28,23,27,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
1131,2, ,2,1,3,6,2,2,2,2,2,2,1,2,2,-11,15,35,50,34,50,9,5,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2
1071,2, ,2,1,3,6,1,1,1,1,1,1,1,1,2,50,20,-20,50,50,50,20,-34,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2
758,2, ,2,1,5,6,1,2,1,1,1,2,1,1,2,23,11,30,35,38,36,-5,12,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1
1377,2, ,2,1,3,6,2,2,1,1,1,1,1,1,2,46,16,35,50,29,26,17,24,3,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1153,2, ,2,1,3,4,1,2,2,1,1,1,1,1,2,-13,5,-12,9,35,32,-36,-11,3,4,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,3
1686,2, ,2,1,5,4,2,2,1,2,1,1,1,1,2,5,10,-41,30,30,27,-10,-5,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2
963,2, ,2,1,3,4,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,-1,2,3,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,3
1052,2, ,2,1,3,6,1,2,2,1,1,2,1,2,2,8,28,-20,35,21,22,-30,-33,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2
951,2, ,3,1,3,4,1,2,1,2,1,1,1,1,2,-50,26,1,28,29,27,-50,-50,2,2,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,7,2
927,2, ,2,1,5,4,1,1,1,1,1,1,1,1,2,50,20,50,50,50,50,19,19,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1946,2, ,2,1,2,6,1,1,1,1,1,1,1,1,2,29,18,0,43,34,41,-7,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2
848,2, ,2,1,5,6,1,2,1,2,1,1,1,1,2,14,29,8,19,15,14,-14,-17,2,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3
1836,1, ,2,1,5,4,1,2,2,2,2,2,1,1,2,50,33,10,30,30,30,-50,-15,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,2
1251,2, ,2,1,3,4,1,2,2,1,1,1,1,2,2,23,31,24,34,26,38,20,20,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3124,2, ,2,1,3,6,1,2,1,2,1,1,1,2,2,45,40,13,36,47,46,-22,43,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1
829,1, ,2,2,3,4,2,2,2,1,2,2,2,2,2,5,10,6,10,9,10,-3,7,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
1053,2, ,2,1,3,6,1,2,2,1,1,1,1,1,2,-24,20,0,15,28,50,-11,-20,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2
1385,2, ,2,1,3,4,1,2,2,2,2,2,1,2,2,38,34,1,30,37,38,23,37,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1
438,2, ,2,1,2,6,1,2,2,1,1,1,1,1,2,16,-11,-18,17,16,16,20,23,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3
909,2, ,2,1,2,6,1,1,1,1,1,1,1,1,2,0,0,7,4,1,4,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3
1302,2, ,3,1,7,5,3,2,1,2,1,1,1,2,2,28,-4,19,27,19,19,25,26,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3
3939,2, ,2,1,3,6,1,2,2,1,1,1,1,2,2,1,9,-36,48,26,24,0,12,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2
835,2, ,2,1,3,4,1,1,1,1,1,1,1,1,2,14,15,23,22,16,27,-16,15,3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3
598,2, ,2,1,3,6,1,2,2,1,2,1,1,2,2,-5,19,14,28,24,16,-4,-33,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3
1070,2, ,4,1,5,5,6,2,2,2,1,2,1,1,2,49,19,46,39,47,49,33,32,2,4,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1
4154,2, ,3,1,5,6,2,2,2,2,1,2,2,2,2,5,7,-7,9,23,19,-8,-23,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3
1820,2, ,2,2,3,4,1,1,2,2,1,1,1,1,2,37,10,12,50,19,42,38,36,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1
972,2, ,2,1,2,4,1,1,1,1,1,1,1,1,2,-22,38,18,41,10,37,32,-27,3,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2
871,1, ,2,1,6,4,5,2,1,2,2,2,2,2,2,49,50,-48,0,40,2,-50,-49,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3
2835,2, ,3,1,4,5,2,2,2,1,1,1,1,1,2,-30,36,28,45,50,49,12,12,2,2,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2
1934,2, ,2,1,3,6,1,2,2,2,1,2,1,2,2,9,30,44,44,39,31,-40,20,2,4,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1
913,2, ,3,3,5,5,3,1,1,1,1,1,1,1,2,21,-12,-11,-23,-12,-8,22,8,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3
1188,2, ,2,1,3,4,1,1,1,2,1,1,1,1,2,29,-8,-22,19,31,26,29,22,2,3,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,3
426,1, ,2,1,2,4,1,1,1,1,1,1,1,1,2,32,-22,17,23,21,18,32,21,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,3
1142,2, ,3,3,6,5,4,2,2,2,2,2,2,1,2,7,39,-36,29,43,43,-38,17,3,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,2,2
588,2, ,3,2,3,4,4,2,1,2,2,2,2,2,2,18,16,10,10,24,6,12,25,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3
664,2, ,2,1,3,4,1,2,1,1,1,2,1,2,2,-8,1,1,18,35,45,-10,-1,2,4,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2
567,2, ,6,1,6,5,4,2,1,1,1,1,1,2,2,4,21,-12,12,26,32,-12,-12,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3
461,2, ,2,1,3,4,2,2,2,1,1,2,1,2,2,3,24,20,6,-6,-16,-10,8,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3
3045,2, ,2,2,3,4,1,2,2,1,1,1,1,1,2,-12,30,22,28,36,31,-12,21,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2
1620,2, ,2,1,3,5,1,2,2,1,1,1,1,1,2,-15,15,25,50,50,50,0,25,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2
3510,2, ,4,1,6,5,3,1,2,2,1,1,2,1,2,-22,3,-9,19,-9,9,19,-16,1,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3
1235,2, ,2,1,3,6,1,1,1,1,1,1,1,1,2,-18,10,7,30,27,33,7,-8,2,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2
1104,2, ,2,1,3,5,1,2,2,1,1,2,1,2,2,21,27,17,19,26,15,16,18,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3
516,2, ,2,1,3,4,1,2,1,2,1,2,1,1,2,1,10,23,-2,-12,17,5,12,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,3
2032,2, ,2,1,3,4,1,1,1,1,1,1,1,1,2,18,32,-29,33,20,25,-27,-26,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2
536,2, ,2,1,3,4,3,2,1,1,1,1,1,1,2,9,11,1,6,6,2,3,6,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
611,2, ,2,1,2,4,1,2,1,1,1,1,1,1,2,27,-37,-12,23,29,46,29,23,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3
782,2, ,2,1,2,4,1,1,2,1,1,1,1,1,2,-26,38,41,44,27,41,-17,17,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,2
1367,2, ,2,1,3,4,1,1,2,1,1,1,1,1,2,-24,30,37,50,50,50,-25,14,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2
2771,2, ,5,3,5,5,4,2,2,1,1,1,1,1,2,3,37,-17,21,49,49,-29,-26,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2
836,2, ,4,1,5,5,2,1,1,2,1,1,1,1,2,35,50,-49,49,47,49,-48,-49,2,2,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2
1205,2, ,2,1,3,4,1,2,1,1,1,1,1,2,2,36,-11,14,20,13,30,8,19,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3
905,2, ,2,1,3,6,1,2,2,1,2,2,1,1,2,21,2,-1,6,25,23,2,6,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3
680,2, ,2,1,3,4,1,2,2,1,1,2,1,1,2,-13,8,19,28,45,17,7,14,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3
953,1, ,5,3,5,5,4,2,2,1,1,1,1,1,2,-50,21,-40,25,45,45,-49,-40,2,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2
710,2, ,2,1,3,6,1,2,1,1,2,1,1,2,2,-5,15,28,15,-9,-20,21,14,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3
842,2, ,3,1,6,6,3,2,1,1,1,1,1,2,2,20,50,0,50,40,40,-40,-50,2,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,2
1088,2, ,2,1,5,4,1,2,2,2,2,1,1,1,2,24,6,-9,4,8,15,0,11,2,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3
880,2, ,2,1,5,6,1,1,1,1,1,1,1,1,2,21,25,-15,29,33,27,-5,16,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,2
2001,2, ,2,1,3,4,1,2,2,2,1,1,2,1,2,14,20,-8,21,7,6,14,21,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,3
1924,2, ,2,1,3,4,1,2,1,2,1,1,1,1,2,50,50,0,50,50,50,-10,40,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1
505,1, ,3,1,5,5,3,1,2,2,1,2,1,1,2,15,29,23,14,10,7,11,7,1,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3
587,2, ,2,2,5,5,1,2,2,2,1,1,2,1,2,1,-1,1,1,1,1,3,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3
1420,2, ,3,2,5,4,2,2,2,2,1,1,1,2,2,0,10,30,25,10,25,15,-10,1,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,3
4598,2, ,5,3,3,5,3,2,2,1,1,2,1,1,2,-29,43,-26,21,40,47,5,-6,1,3,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,5,2
482,1, ,3,3,5,5,3,2,1,2,1,1,2,2,2,36,-35,42,45,45,44,32,26,2,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1854,1, ,2,1,2,6,1,2,2,2,1,2,2,2,2,31,46,23,48,50,48,43,13,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1009,2, ,2,1,3,4,1,2,1,2,1,1,1,1,2,5,12,2,16,10,32,16,12,2,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7,3
644,2, ,3,1,3,4,4,1,1,1,1,1,1,1,2,28,-6,50,19,10,29,22,20,2,4,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,3
966,2, ,2,1,3,4,1,1,1,1,1,1,1,1,2,26,13,26,-10,35,50,7,-10,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3
1322,2, ,2,1,5,6,2,2,2,2,2,2,1,1,2,11,31,20,42,18,38,-28,-27,1,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2
1559,2, ,3,2,3,5,2,2,1,1,1,1,1,1,2,40,21,21,48,8,20,15,29,2,2,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1
469,1, ,3,3,7,5,4,1,2,2,2,1,1,2,2,43,49,42,34,33,46,39,16,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1
887,2, ,2,1,2,4,1,2,2,1,1,2,1,2,2,9,8,-6,-14,7,9,-14,7,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3
720,2, ,2,1,3,4,1,2,1,1,1,1,1,2,2,3,48,3,2,-1,3,3,3,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3
869,1, ,5,3,5,5,3,2,2,1,1,1,1,1,2,5,-37,-50,32,43,35,23,27,1,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,3
624,2, ,3,1,5,4,4,1,1,1,1,1,1,1,2,-2,10,-4,11,6,6,0,-4,2,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3
823,2, ,2,1,2,4,1,2,2,2,2,2,2,2,2,21,22,21,23,19,22,20,20,2,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3
493,1, ,3,1,5,5,5,2,1,1,1,1,1,1,2,-9,14,-6,-10,7,17,-3,8,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
896,2, ,2,1,2,6,1,2,2,1,1,1,1,1,2,25,31,25,34,25,26,26,24,1,4,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,3,1
1952,2, ,2,1,3,4,1,2,2,1,1,1,1,1,2,-39,48,14,31,41,26,-17,5,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2
1022,1, ,3,2,6,5,3,1,1,1,1,1,1,1,2,-5,50,-4,17,7,26,5,5,2,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,3
1019,1, ,5,3,5,5,5,2,1,1,1,2,1,1,2,1,0,0,-1,1,1,1,1,2,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,3
963,2, ,5,1,6,5,6,2,2,2,1,2,2,2,2,20,22,-25,29,30,37,19,8,2,5,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,5,2
454,2, ,3,2,3,5,3,2,1,1,1,1,1,1,2,10,13,26,28,15,18,24,12,2,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3
959,2, ,2,1,3,6,1,2,2,2,1,1,1,2,2,10,45,-40,39,50,50,-40,10,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2
791,2, ,4,1,5,5,4,1,2,1,1,1,1,2,2,50,-40,-14,-46,-36,-10,22,30,1,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3
1517,2, ,2,1,2,6,1,1,1,1,1,1,1,1,2,0,15,0,35,50,50,-20,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2
778,1, ,4,1,6,5,5,2,2,2,2,2,2,2,2,38,47,41,43,36,41,41,44,2,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1
1230,2, ,6,3,5,5,4,2,2,1,1,1,1,1,2,28,28,-14,30,27,30,8,-8,2,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,2
976,2, ,5,1,5,5,2,2,1,1,1,1,1,1,2,1,6,27,11,50,50,1,12,2,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2
614,1, ,3,2,6,5,2,2,2,2,1,1,2,2,2,11,25,23,24,-15,-25,-9,50,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
774,2, ,3,3,5,5,5,2,2,1,1,2,1,2,2,-18,-32,27,50,37,45,-26,17,2,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,3
980,1, ,5,3,3,5,4,2,2,2,1,2,2,1,2,48,18,49,43,48,23,37,19,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
990,2, ,4,3,5,5,3,2,2,1,1,1,1,2,2,-8,21,17,30,25,9,21,-19,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
752,1, ,3,2,5,5,3,2,1,1,1,1,2,1,2,9,-6,9,20,12,19,-9,-20,1,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,3
918,2, ,2,1,3,4,1,2,1,2,1,1,1,1,2,27,7,20,12,25,12,-5,5,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3
1058,2, ,3,1,3,5,3,2,2,1,1,2,1,1,2,2,24,-18,37,39,38,1,11,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2
1301,1, ,3,3,5,5,3,2,2,2,1,1,1,1,2,-6,-12,-27,16,10,10,-14,14,1,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3
4653,2, ,2,1,5,6,2,1,1,1,1,1,1,1,2,32,24,41,45,32,40,19,44,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1
4134,2, ,2,2,3,4,2,2,2,2,1,1,1,2,2,50,50,50,44,50,50,34,18,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
694,2, ,4,3,3,5,3,2,1,2,1,1,1,2,2,17,28,-25,41,50,35,27,19,1,4,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,2
1029,2, ,5,2,5,5,4,2,1,1,1,1,2,1,2,-10,50,-39,10,31,30,-50,-50,3,4,3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2
1168,1, ,4,1,6,5,4,2,2,2,1,2,2,2,2,-17,20,17,23,50,19,-18,19,1,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3
1720,1, ,5,1,7,5,3,2,2,1,1,2,1,2,2,10,44,-50,41,50,50,-50,-12,3,3,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,8,2
1502,2, ,2,1,3,4,1,2,2,2,2,2,1,2,2,15,25,-30,50,25,10,-50,-30,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2
1198,2, ,3,3,3,5,3,2,2,1,2,2,1,2,2,39,18,30,11,14,30,15,36,3,4,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
538,2, ,2,1,5,6,2,2,2,2,2,1,1,1,2,17,24,25,24,29,35,17,27,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1
1719,2, ,4,3,6,5,3,2,2,2,1,1,1,1,2,48,48,39,40,31,31,-29,20,1,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1
1905,1, ,6,3,5,5,5,1,2,1,1,1,1,1,2,-40,5,-38,11,9,18,-40,-39,2,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,3
1422,2, ,2,1,3,5,2,2,2,2,1,1,1,2,2,17,25,30,42,38,39,20,-5,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2
1802,1, ,5,1,5,5,5,2,2,1,2,1,1,1,2,-30,40,25,41,40,40,-38,-39,2,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,2
1300,1, ,5,3,5,5,3,2,2,1,1,1,1,1,2,10,3,3,37,19,40,-2,24,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
1026,2, ,3,3,3,5,3,1,1,1,1,1,1,1,2,25,14,16,30,47,36,11,27,2,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1
957,2, ,2,1,2,4,1,1,1,1,1,2,1,2,2,0,25,-25,25,30,40,10,5,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2221,2, ,6,1,3,5,5,2,1,1,1,1,1,1,2,0,50,50,50,50,50,-50,20,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,1
1629,2, ,3,2,5,5,2,2,1,1,1,1,1,1,2,24,30,-26,23,14,20,10,16,3,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3
1465,2, ,4,1,5,5,2,2,2,2,1,2,2,2,2,50,50,50,50,50,50,50,50,2,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
6470,2, ,2,1,3,4,2,1,1,2,2,2,1,2,2,-12,33,0,25,10,45,18,-11,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2
1475,1, ,2,1,3,6,1,1,2,2,1,1,1,2,2,50,-30,50,30,40,50,40,40,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
1759,2, ,4,3,5,5,4,2,2,2,1,2,1,1,2,-50,26,3,50,50,17,-50,-11,2,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2
1451,2, ,3,2,5,4,1,2,2,1,1,1,1,1,2,18,41,-42,50,42,50,1,10,1,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,2
543,2, ,3,2,5,4,4,2,1,1,1,1,1,1,2,-22,30,19,21,16,17,30,14,2,4,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3
727,2, ,2,1,5,4,1,2,2,1,1,1,1,1,2,21,10,-22,24,16,10,-16,10,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3
554,1, ,4,3,6,5,7,1,1,1,1,1,1,1,2,47,-46,47,45,47,46,29,47,2,5,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1810,2, ,4,3,6,5,6,1,1,1,1,1,2,1,2,22,15,25,25,27,31,18,18,2,3,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1
2713,2, ,3,3,5,5,3,2,2,1,1,1,1,1,2,6,29,2,50,50,50,-15,-19,2,4,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2
866,2, ,2,2,5,4,2,2,1,1,1,1,1,1,2,30,17,19,32,32,21,1,35,1,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1
3121,1, ,5,3,5,5,5,2,2,1,1,1,1,1,2,-4,38,-31,49,32,49,-15,50,2,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2
3088,2, ,4,2,3,5,4,1,1,1,1,1,1,1,2,10,10,-10,10,10,10,-10,10,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,3
3397,1, ,3,1,3,4,5,1,2,2,1,2,1,1,2,-36,-21,-18,43,-1,-32,15,2,3,4,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,10,3
1528,2, ,2,1,3,5,2,1,1,1,1,1,1,1,2,50,32,-28,29,26,24,-40,-39,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2
1511,2, ,2,1,3,4,1,1,1,1,2,2,1,2,2,-39,22,40,35,50,50,-17,-25,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,2
2683,2, ,3,1,5,6,1,2,2,1,2,2,2,2,2,0,50,0,50,50,50,-50,-50,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2
3824,2, ,5,1,3,5,3,2,2,1,1,1,1,1,2,32,-6,21,22,46,36,-19,15,2,4,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,2,1
1195,1, ,3,1,3,5,3,2,2,2,1,2,2,2,2,24,-10,12,15,18,22,-12,9,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3
